,text,sentiment
371095,"tweeterbate : that's funny, i was just chillin with some wine watching the red wings get their asses kicked in game 4! ",negative
1507003,@blak4ever I know! I watched that a couple if nights ago. Thunderdays was pretty good too.  and all the mission: impossibles.,positive
339755,@vishwamehta That does suck ,negative
1062378,waiting for @tirrell to pick up kids and then me for a hopefully relaxing evening with the boys ,positive
499867,@Jpurple29 Wat is up with all dis rain  No Bueno!,negative
1287493,@holistica my pleasure ,positive
34870,"Visas, Visas, Visas, making progress thought! slightly hampered by a poorly mac! ",negative
857558,@uptheschultz - I'm looking forward to seeing the fruits of this shoot... ,positive
1209262,contemplating my next move in life ,positive
58106,@AngryBritain not so much of the young nowadays... ,negative
84652,Hate that my back is going out again...grrrr.... I wish I could go out with it ,negative
667496,got a menengitis (don't care about spelling -.-) shot 2day.... not that bad but now my arm muscles hurt ,negative
866874,http:?/?/?twitter.?com/?djbig_?s &lt;&lt;&lt; ADD ADD ADD !!!! ,positive
81199,And no. Greensboro men are not as hot as Durham guys. Or maybe you all just didn't show up tonight. ,negative
686854,Don't want to go to work today ,negative
1386808,Thinks the rain could be put down to our rockband renditions of &quot;eye of the tiger&quot; at my party! Getting 100% doesn't mean we can sing ,positive
526625,"@pepsi Thanks, I will in a little bit. Taking my 2 sick sons to dr appt.  Thanks for your prompt reply!",negative
784568,"@YanLinwood hey there, haha yes im like heaps busy atm, school has given me like a bazillion assessments ",negative
35536,watching my kids panic about the SAT tests and wishing i could take it for them. ,negative
613346,#guiks.net is not responding again ,negative
1299496,"in historry, its Hella gay. txtt mee ",positive
1168360,Looks like my other favorite driver is going to win this race.... Gary Paffett is on P1  yeah,positive
975411,In a min im going to update my site ,positive
1515111,"Played the first outdoors gig in a long time yesterday, I love playing guitar with the sun shining, it put me in the mood for some blues ",positive
49831,It rained last night so I didn't get to take my baby to the carnival ,negative
139866,I really need to be sick I feel incredibly ill.its like the great escape sunday all over again ,negative
381244,i hate it when my alarm ends my beautiful dream ,negative
1044641,...cuz she hold me down... every time i hit her up ,positive
1268268,Solving the energy problems across the globe ,positive
499051,@TheRealRyanHiga hahah GOOD. i thought you forgot about me  and yes go live! and follow me?  &lt;3,negative
1063609,Just landed at Lima airport ,positive
892247,"@cstatus Bolt was cute!  I'm tryin to get my DAD to watch it, haha.",positive
458202,going for a medical appointment... Have to deal with one nagging medical problem... ,negative
963723,@babygirlff Thank you!! ,positive
1383518,"@EmmaGriffiths86 @EmmaGriffiths86 a giant chicken!! excellent, sleep well ",positive
1027330,"just ordered my own peice of foot art to help me be more, hmm, animated? http://www.zappos.com/product/7521522/color/189899  ",positive
974951,#auscert is anyone else spoiling their dinner by eating way too many free mentos? Mmmmm. Mentos ,positive
736547,Seriously the new TT Tour is so great!! Wish I could see them!! ,negative
132232,AND our swing set is UP!  YAY!  Too bad the lawn guys are suppose to be out and we can't go on the grass today after they spray! ,negative
486294,@leahchristine omg yesterday was hell ,negative
1388445,"Hi. My name is Bilal GÃ¼l, and this is my cv. It's weird right? ",positive
988670,Me and @SparkSparkSpark are going to see @MinusIQ on Friday! I'm very excited about this ,positive
1428804,going to the city tonight  !!! i really want to seee the hangovvver!!,positive
320075,IÂ´m doing my homework ,negative
993379,@richberra congratulations!!!! ,positive
412678,This is going to be a looooong weekend. I'd forgotten how racist my folks can be. ,negative
896939,@AffirmationSpot Thanks! &quot;I love being in my 20's and I am making the most of them!&quot;   ,positive
247202,losing my followers everyday ,negative
703056,"@Jaynatopia Yes, I've been watching that as well.  I see nothing to adequately confirm, and I've seen too many such &quot;dramas&quot; before. ",negative
458675,Pics / movie of the Stony Brook pediatrics residents vs attendings volleyball game. Attendings won 2 to 1  http://bit.ly/165RXV,negative
1381590,"is playing PokÃ©mon Mystery Dungeon Explorers of Time. It's GREAT!! I'll just pwn out all the other PokÃ©mon XD XD And btw, I just woke up ",positive
1118952,"5 Followers!  Thanks, gonna have a movie night with my bestfriend &lt;3 She is amazing! Have a great day! ;) xoxo",positive
1006472,"It's such a nice day, think i'll be taking Sid to Ramsgate, fish and chips for lunch at Peter's fish factory and then the beach maybe ",positive
1212352,Good Luck for today everyone!Hope the day will be filled with happiness and success ,positive
1190495,"my car likes to dance. the great thing is, that when it dances, everyone inside of it dances too, whether they like it or not ",positive
1573733,Hey there! i'm so glad to make my twitter!! ,positive
585849,"yay, school is out!!! Sorta, start summer school next tuesday ",negative
586368,@mattycus it's the summer time blues ,negative
518081,@johnfrancis8 let me learn to spell first ,negative
338985,"Is SG too hot the past 10 days? Really, I m not able to sleep in night. I feel too hot esp night and even difficult breathing ",negative
1167056,good morning.......going outside for a day of adventure or whatever ,positive
1333907,woofwednesday ,positive
1121196,Thank you very much to everyone for their support! Takin advantage of sunlite &amp; doin so springtime chores. Tweet you later! ,positive
1146802,"@ijustine cool, look foward to looking at your next update ",positive
1205671,@christina1080 ill check that out. sooo im done with my SB too  hows the mtv movie awards goingg?,positive
243811,Omggggi think ihave swine flu. Stuffy nose headache stomach upset sore throat ,negative
186687,Leaving on a jet plane I KNOW when I'll be back again ;-) So sad to leave... ,negative
255469,omg. the last dirty sexy money  i'll have to savour every minute.  devastated.,negative
233826,@Caiteee enjoy beyonceeeee i'm so jealous ,negative
1014833,@codenerd When the non-beta + non-free  edition is ready I will tweet so much about it I loose 90% of my follower ,positive
162651,@melissaohh omg  when do they finish??,negative
893363,@wynchester76 i know i saw your last vid i had to laugh!!  you looked smoking hott in your backyard btw!! ,positive
146419,"mood is going down  ,",negative
1478945,Got a neww background from Twitterbackgrounds.com. On youtube and talkin to da besties! ,positive
326382,I miss my phone ,negative
1130825,"Graffiti message left along Potomac, eyeroll. @mrohr1, hope things went well! Talk to everyone soon.   http://twitpic.com/6al4a",positive
1221241,@Banksyart2 miserable on this fine sunny day? some people need to chillax! ,positive
1004707,getting ready for college. good morning twitter. last night was niceee ,positive
354952,@chuckstr seems painfull  ouch,negative
527005,Did 7 to 8 loads of laundry in a 3 day stretch..Finally done! Its a B E A utiful day here in california..missin my buddy in NC.. ,negative
508648,been asked to stay in LA for another 2 weeks.... really missing home and friends now ,negative
425574,Happy Birthday @jeffrubenstein! The hotel staff in LA stole your Jaffa Cakes.  Would never happen in England!,negative
1486003,Hopefully Kerrang will play Elliot Minor - Solaris tonight &lt;3 ,positive
233392,I HAVE NO LUCK WAT SO EVA WID CATCHIN ANYBODY ONLINE ON TWITTER!  I TINK IMMA HUDDLE UP IN A CORNER NDD CRY NOW :'(,negative
42418,@filmester R.I.P. little fish. ,negative
249303,Packing.... getting ready to move.... ,negative
321538,Sad story this morning  I'm going to see my mom today &amp; she's getting a bear hug,negative
323235,"Doesn't look like Elitches is happening today, nor climbing tomorrow... ",negative
1200821,@toolgasm Yay! It's going to be a good one. We have a guest from Melbourne coming ,positive
824310,@lisalaviesmom welcome to twitter! ,positive
631062,@crazycrayon Yay!!!! And aw crap.. I lost ,negative
391525,@shawnstockman Awww I would love to see BIIM live again.  Enjoy it and break a leg all of u.,negative
686349,i have a cold  not looking forward to work later!,negative
1590638,Goodmorning Miami and Puerto Rico! 2 1/2 days and I'm home.  GSSA day 2 here we go!,positive
611993,@matthewcrellin yea.  Pretttty sweet. Still no picture msgs for a while tho ,negative
491226,lunch over in 5 minutes. ,negative
555905,Just got tested. And I have a clinical obsession with #squarespace. They say its serious.... ,negative
1220626,94.3 Radio One Tough on Tobacco unplugged on Tuesday at 10pm. They're awesome.  - http://twitpic.com/6e8i3,positive
1452123,"@saffrontaylorI think these gloves looks good,if u need to keep ur hands warm in cold summer days  http://yfrog.com/0agloveskj",positive
478748,"@Tea_Toe No HBO at the crib  i had to go to Johan's house. Did u watch, the season 2 opener kicked ass, just wish there was more action",negative
1145860,"Says cmon pittsburgh, win at least one game so the wings can win the cup at home on nbc  go wings!",positive
986320,good luck ,positive
389685,@Ashleyann2009 at five i do ,negative
610809,@lisahollowood Me too ,negative
68341,yay my xbox is coming back tomorrow i would be so disappointed if it didnt come ,negative
1263448,~~REO Speedwagon â Roll With The Changes~~  â« http://blip.fm/~7gujg,positive
1305942,@AngelaPerversa gracias joven  &quot;Supermassive Black Hole&quot; â« http://blip.fm/~7j30f,positive
1115245,@clarisza claaa happy sweet 16th birthday hehe bener kan ini beday lo? Oke sip happy birthday ya cla.. Makin sukses sama blognya ,positive
200679,"@zombietown My palate is still bitter, undermining my usual enjoyment of the ol' nourishment. It's starting to really quite upset me ",negative
847204,@McFLYAddiction HAAAAAAAAAAAAAAAAAAAAAAPPY B-DAY ADDICTION  obg por existir *-* &lt;3,positive
78287,@aanjelicaa91  im sorry. get on now XD,negative
615810,At a huge pool!! The sun is hiding behind clouds at themoment ,negative
1467229,@lydiiad hey check this out if u love Niley!  http://bit.ly/B26vF,positive
566242,Thought my BB was down again because I wasn't getting any responses to my texts turns out my network is fine ppl just aren't texting back ,negative
858864,"@annyo84 anny, ask anne to check her email tomorrow morning k  n will leave u love on ur site ",positive
873143,Good Morning Free Comic Book Day!  #fb,positive
652145,@brigittemehr Not in this part of UK - very grey and rain keeps coming down ,negative
810394,@SuzyMartin i'm from Croatia... island Hvar... aaaand little place called Jelsa    it's nice,positive
1420137,@Loebette pleasure ,positive
997402,@BigYellowHero Thanks!  ,positive
158378,"Ready for a rare FREE DAY tomorrow!  No work, no boy!  It's good, b/c the next 3 weeks are gonna be reeeeeally busy for me. ",negative
123362,im all stuffed up!  we should do something tommorow. lets go play frisbee and go on a walk and just relax! i think the answer is yes! ,negative
